sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,temperature,humidity,time
-0.500688794318286,-0.6946453340060104,-1.2129702433783864,-1.2585926208980716,-1.3443417823926578,-1.2807175139982327,-1.313123650035717,-1.335220288640331,-0.6697059447787251,-0.5213444866627877,-1.1778012080581222
-0.2781253500392524,-0.5125401571202853,-1.1063228943871013,-1.1540642650521982,-1.1936882973011105,-1.082159079682296,-1.20816164620725,-1.2317365565777239,-0.4873324064347588,-0.2641066871121606,-1.0739811513711628
0.04527018553855748,-0.21989132415270923,-0.9509160880487925,-1.008455280286009,-0.9778622446613684,-0.8176933270537367,-1.0499725351950584,-1.0819885728303393,-0.18012015763551853,0.1215771977801755,-0.9268084292897134
0.060149197078649096,-0.20245250623075742,-0.9319643046711176,-0.9886141059312883,-0.9322026586731843,-0.7635631306347025,-1.031170350937235,-1.0616111368564842,-0.15583957843651097,0.14787034493372678,-0.9082239050524228
0.3757937868042207,0.08784779251840298,-0.7551829147612321,-0.8272088474391243,-0.6908416287423601,-0.46945923675985873,-0.8468442132621843,-0.8875478181840231,0.153938830605986,0.5373071098224222,-0.7429206334046674
0.823168541972765,0.4649436418407475,-0.5258249710337931,-0.6063033373220291,-0.37189640531093276,-0.06874600801436678,-0.6100523298617856,-0.6528962328580464,0.5728056808913113,1.072747258423389,-0.5167662545891252
1.1343698102858981,0.7339695591521719,-0.3377396833972544,-0.42258265495281006,-0.10285767785378724,0.2721490299167077,-0.409223732296421,-0.44767044548586415,0.8804271596121647,1.4539264596830335,-0.32804585916633855
1.4040606852760997,0.9778218604899873,-0.16434762930858943,-0.24813288001596176,0.1375098123989626,0.5711935673918093,-0.229596308896423,-0.2598284770154205,1.1659357609224874,1.7787085519768622,-0.14142256789323202
1.6767606946473315,1.2053495579334548,0.024784663007898902,-0.08122471293737381,0.3758004538490356,0.8534720704705661,-0.03786794513472272,-0.07890268384571465,1.422752503288862,2.120350094776223,0.032049923468312945
1.9297925771205113,1.4167859738193247,0.20012970324702886,0.08320885276175607,0.5976644511062874,1.1292549739500508,0.1382018117778256,0.09875239114121749,1.666095362903738,2.4376027664111706,0.20741982802054895
2.131379531236431,1.5831715955127459,0.41409827956309225,0.28739902857111393,0.8575279107735136,1.452738176615454,0.35280911178760005,0.3136275178521183,1.861453046334897,2.68542971470605,0.42182103929776354
2.3338682250906952,1.7511041255739348,0.6012010664966659,0.4594962476814957,1.064055762619292,1.7004947170432738,0.5401473305606007,0.49635593694566205,2.0523384983939676,2.9374401080436288,0.605810068469344
2.53532717427529,1.916367605588178,0.7778837011493773,0.620785921108418,1.266702465607974,1.9407097590115785,0.7252573694264928,0.6706020038378364,2.248658992846767,3.1812081089358526,0.7804092718359547
2.700578276077637,2.063030594498762,0.9639685462774213,0.7729829027362877,1.4864808548328543,2.176531186781422,0.9043379164616024,0.8301457919351297,2.417659063371356,3.388861216331985,0.9386008157060608
-0.44103955909793285,-0.6320640190542537,-1.1895524422086485,-1.2323024918885144,-1.2826580210951577,-1.2013326028510503,-1.2839195362559754,-1.3042099860078258,-0.605128715230782,-0.45132579040043885,-1.1505422512595755
-0.14706328634543933,-0.3701400818933122,-1.0089834575715622,-1.053063149815158,-1.0366292837331728,-0.8892840089979587,-1.1011137925082939,-1.121245763293645,-0.3282884219484316,-0.0851169939187022,-0.9688150410535957
0.08192793990553134,-0.1599331053440936,-0.8506080249008707,-0.9088092841192964,-0.8197879705509676,-0.6279297482750709,-0.9401671231743077,-0.9697017317639909,-0.09803738828196785,0.19962545569416154,-0.8228393834285689
0.27136230163135705,0.02247841026096387,-0.7165147213346443,-0.7813767105945486,-0.6317607257117125,-0.3964932724514329,-0.798698769012438,-0.8308306761390192,0.10297994161039385,0.4281610712239644,-0.6919999922825267
0.44566699291441686,0.17311090434264917,-0.6141330513547717,-0.6863213845511803,-0.4927656740815664,-0.2265099739353246,-0.6908980673144263,-0.7291392435591466,0.2665978934789478,0.6449378969102606,-0.5951340578755685
0.8263469153954865,0.5112119913653608,-0.3584220926781528,-0.44440812755846915,-0.1446158117992818,0.1979266031948122,-0.42792290893014406,-0.46750627286289065,0.6503784303202492,1.107725081153862,-0.3450259677814414
